Country,Arable land,Crop production index,Exports of goods and services (% of GDP),External balance on goods and services (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (constant 2015 US$),GDP per capita growth (annual %),"GNI per capita, PPP (current international $)",Gross domestic savings (% of GDP),Imports of goods and services (annual % growth),"Industry (including construction), value added (% of GDP)","International tourism, receipts (% of total exports)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Net ODA received (% of GNI),"Population ages 15-64, total",Population growth (annual %),Rural population (% of total population),"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
Sierra Leone,6.723930913457097,35.24,15.876277166371315,-9.833214214362874,1.2246252987330888,401.7243306965113,-1.9582113314726897,631.6666666666666,-6.342203814571593,13.52185435290239,29.046972428919275,23.80704736953582,64.71483333333333,19.60729705094639,2339163.0,1.0083360520297548,64.97416666666668,
Singapore,1.4925373134328357,34.349999999999994,176.3240688508172,16.4542257203878,14.350658378950554,32175.78407543004,3.080728834499707,39001.666666666664,50.062110645683106,10.858815165418795,31.58492308835254,3.7152445586075036,65.36466666666666,0.018836013767754962,2820056.6666666665,2.7313295181135993,0.0,7.949999999999999
Sint Maarten (Dutch part),,,,,,,,,,,,,,,22081.166666666668,-0.6511788713118748,0.0,
Slovak Republic,32.13444213444213,93.27999999999999,50.316357618718996,-7.084002798751506,2.258618294958166,8430.569170502638,3.7819134510529246,10165.0,23.472475434125744,6.402011174409637,28.197816136306795,4.574714205452774,59.67166666666666,,3644561.8333333335,0.13162247765114582,43.61483333333334,27.21766666666667
Slovenia,8.90433631247931,109.16000000000001,46.811307282886055,-2.3875815651092527,0.87230648563225,14714.505600259938,4.11738208972333,15731.666666666666,24.61019327149208,8.4118192980132,30.528139739698076,11.273830207354441,58.03249999999999,0.28477907949365483,1386001.3333333333,-0.004340138158218765,49.31183333333333,17.374
Small states,2.0177184251711933,,57.72284277061332,-0.2285239918225249,4.543846027206789,7262.772954116762,,9656.299590570114,26.943625038295767,,,25.15698892394349,60.68215277165342,1.8994629026417884,16929273.166666668,1.5823067020074315,51.93271237967341,
Solomon Islands,0.45849708229129454,87.79666666666667,39.930792950045834,-7.599161915207833,2.0764687826379875,2179.126969085886,-3.1588541098969167,1766.6666666666667,-7.1279833998844255,-10.087047700253597,,5.193188762306227,83.005,9.7030122299239,214833.83333333334,2.7532295968715848,84.79950000000001,
Somalia,1.6593872541205723,85.695,,,,,,,,,,,34.018499999999996,,3999174.8333333335,3.760541116659438,67.66783333333335,
South Africa,11.282757256262933,79.70833333333333,22.110997797474273,1.4730984231843756,0.9120803427072812,4554.107581648664,1.5088846120689918,7373.333333333333,17.715215345398644,4.979327263846329,29.099034509536093,9.152427324880918,61.669333333333334,0.2990412532929671,26670881.5,1.312561808971792,44.311,53.486
South Asia,44.353205556905635,,12.501677571055792,-2.471222582815751,0.6694897467283204,726.3398864727327,3.5974845685417023,1841.9794225154785,22.16074220691608,8.259086593549654,26.22133463770416,6.129732034295771,55.21018210987995,0.754809098199821,785462417.5,2.043214036721807,73.16800191631147,9.142041383343729
South Asia (IDA & IBRD),44.353205556905635,,12.501677571055788,-2.471222582815752,0.6694897467283204,726.3398864727327,3.5974845685417023,1841.9794225154794,22.16074220691607,8.259086593549654,26.22133463770416,6.12973203429577,55.21018210987995,0.7548090981998209,785462417.5,2.043214036721807,73.16800191631147,9.142041383343729
South Sudan,,,,,,,,,,,,,71.45483333333334,,2846171.0,2.884054309498293,83.813,
Spain,27.8107532540654,84.315,25.257677224811967,-1.0791631392951304,2.811827307491841,21717.627447565435,3.4356382631766635,18440.0,22.831109687324556,11.428174966938547,28.031666243844356,19.848751681331812,51.02833333333333,,27492581.0,0.42388476435424066,23.94066666666667,35.43333333333333
Sri Lanka,14.272045925689682,74.83166666666666,36.308718211577606,-8.47080945895811,1.2587042972534392,1805.062919095845,4.3916996928349645,3820.0,17.96956658625763,7.942273216831609,27.091330754676417,6.681721640719023,56.203333333333326,2.090960051045507,12047247.166666666,0.6929204671565771,81.581,29.46666666666667
St. Kitts and Nevis,25.0,544.1,,,11.27662298648474,12678.993947944326,3.7589818670833566,12440.0,,,21.74529621194935,48.780151284171346,,1.6030314835910413,26974.333333333332,1.3193564669840017,66.75433333333332,
St. Lucia,3.2240437158469946,351.6816666666667,,,6.141586800473366,8904.778606094473,1.1863747732828596,7838.333333333333,,,,69.42144452548462,63.75616666666667,3.5173638570265395,93046.83333333333,0.9612600756589336,71.73183333333334,
St. Martin (French part),,,,,,,,,,,,,,,19477.5,0.12996618946281274,,
St. Vincent and the Grenadines,5.7905982905982905,72.74333333333334,,,16.05244977254618,4730.951245322104,3.5181572184608307,5590.0,,,18.059569931989536,,63.339,6.216464761272314,68441.5,-0.01917248272589311,55.71816666666667,
Sub-Saharan Africa,7.440848279275781,,23.67287517565399,0.6648875661044915,1.2597155146618901,1225.3722321655175,0.8469697463563411,1976.6564405224465,12.669642176099549,8.375696472187416,29.437746218154018,9.066573603915947,69.14090720374656,3.3926564971878186,328024262.3333333,2.639100579701728,69.49034186359465,
Sub-Saharan Africa (excluding high income),7.440950866280353,,23.67606102494092,0.7176653723549832,1.2523452674489688,1224.1471417540904,0.8450316728425449,1975.2128216105175,12.66619189822215,8.381413745639913,29.42588743091902,8.84310956977329,69.14090720374656,3.3879704456352773,327974474.3333333,2.639244018351107,69.49276711992837,
Sub-Saharan Africa (IDA & IBRD countries),7.440848279275781,,23.67287517565398,0.6648875661044839,1.2597155146618901,1225.3722321655175,0.8469697463563506,1976.6564405224447,12.669642176099478,8.375696472187434,29.437746218154007,9.066573603915947,69.14090720374656,3.1287589126081596,328024262.3333333,2.639100579701728,69.49034186359467,
Sudan,6.912317620650954,,7.823238859725485,-5.795955464144481,1.8158874624178474,1741.7814534505217,4.64781728990242,2295.0,9.977378295337921,20.41055279847074,14.824187115536882,0.6396757673413092,50.867333333333335,1.9778519686402103,12692928.666666666,2.449956941001448,67.63666666666667,
Suriname,0.36538461538461536,71.35,,,-3.0218119511771824,6147.64980509253,-0.32934726707544587,7096.666666666667,,,25.097796849603082,,47.273666666666664,7.571116247292639,278558.5,1.9328586245871884,33.73983333333334,26.615999999999996
Sweden,6.748380610417627,91.55166666666666,39.27929492586582,5.58126237239032,8.592300602510063,37358.22797015562,3.473149469471894,25388.333333333332,26.949097133646053,8.59198145603186,26.374753354009485,4.466592567518455,62.58566666666667,,5655200.0,0.17252133053625562,16.054333333333336,17.706166666666665
Switzerland,10.490703800860006,117.72500000000001,45.29256631429373,4.011112062266945,3.724494503517281,69798.4003331368,1.522486823848188,34816.666666666664,31.259398258064383,6.265664306651703,27.1323150213846,8.116952890004422,67.54833333333333,,4792027.666666667,0.44779670958702855,26.481166666666667,5.254
Syrian Arab Republic,25.629375702833098,117.34666666666668,32.37475241214326,-1.2724899611438636,0.21225696913292966,1298.0427487825966,1.581662250404977,,20.104676469571224,-0.4933629290107883,26.99506206202717,,49.83583333333333,0.21815445064251934,8327054.166666667,2.635321360193617,48.9745,
Tajikistan,5.73735352957988,41.24,71.8865663908212,-4.831752089018895,1.6850970220230106,403.9258025269851,-2.9052343801084057,898.3333333333334,21.02393946102081,0.18597897292678786,30.058492569068957,,44.788000000000004,10.403815201399707,3197522.3333333335,1.2951376888567767,72.40633333333335,
Tanzania,9.940731542108827,38.25,15.204578325869065,-8.640944567259485,2.5968922924646143,529.8092041015626,1.5223863660484132,1055.0,10.156875554261937,7.286681265509498,16.420272144587056,32.07143149703534,86.49533333333333,11.189480052121391,16889473.0,2.536483465753775,78.581,
Thailand,34.11758565118388,65.00333333333333,51.33398673571696,4.11350157643249,3.1678180854185913,3522.138984290117,0.8294994367534324,6808.333333333333,34.97729812040803,4.806019740626641,36.68065686114759,12.931733212259921,73.80083333333333,0.5720158627377441,42336759.666666664,1.2214309554624105,69.2505,5.2742
Timor-Leste,8.428603452140775,87.97500000000001,10.618075717525386,-154.4123133845319,,947.9982556136828,,1770.0,-120.88114632909294,,16.085961055182228,,67.7045,44.88381468992693,458638.1666666667,1.4098395193758417,76.60733333333333,
Togo,40.81632653061225,66.78,30.245409993700083,-11.274651995382186,0.9287841471124777,710.6926579590546,1.5836831080416474,1290.0,6.078153366327431,11.647099752343296,18.727960219973703,2.5954118740653125,58.958,8.67705638663565,2495728.6666666665,3.36433709279307,68.19950000000001,
Tonga,21.2962962962963,91.93333333333334,17.871767270736452,-31.329925581442737,0.936304032382604,3382.883012580802,2.4248179875800298,3301.6666666666665,-10.532488651225643,,17.656280392718816,,58.710499999999996,11.172467976825201,56273.666666666664,0.4731768439779032,77.06016666666667,
Trinidad and Tobago,7.14749837556855,211.98333333333332,,,9.842117223904411,8417.544654243027,6.504282677067351,10483.333333333334,,,43.25226175899437,9.942880965864386,60.79249999999999,0.3409494853145256,878166.1666666666,0.3899788944509823,44.510833333333345,26.998
Tunisia,18.434603501544796,68.04333333333334,40.39277832344706,-2.6243091277867663,2.065615641503586,2563.5842421877473,3.710408861544591,5181.666666666667,22.310658499699112,4.109335115901473,27.1687434845793,23.311664053648276,48.20133333333333,0.843517635109141,5997889.666666667,1.3142566151759583,37.544333333333334,31.85
Turkiye,31.61887313817462,77.59333333333332,20.89572076661973,-3.0413989417140397,0.39142625493592487,6184.4995044176,3.1721911597181154,9896.666666666666,21.166983259449097,15.689092084533492,29.92282845147136,,52.643333333333324,0.07783028180073659,38686739.0,1.5812979390813233,36.562999999999995,14.272666666666668
Turkmenistan,3.805531320267558,81.79333333333334,53.035120158592385,-13.056867222278468,5.055491284614514,2027.0076978192853,1.1642044565634417,3625.0,16.597846922937112,1.7959966624863835,49.10324613004753,,54.51616666666667,1.069770604818453,2525341.5,1.6718460781237467,54.64666666666667,
Turks and Caicos Islands,1.0526315789473684,,,,,,,,,,15.015059010472282,,,,11468.0,4.391776922980325,17.698,
Tuvalu,,79.81166666666668,,,,2823.829056010283,1.8644163179157356,,,,12.124694712772987,,,,5468.666666666667,0.13717498560859215,55.007000000000005,
Uganda,25.57429558080176,102.31666666666666,11.60910834386578,-10.279260835053346,2.503332578682308,481.83346053694777,3.8607759653909235,1015.0,8.709037710326262,14.035856473359834,16.579182188300233,,69.582,12.187044744158912,10582120.333333334,2.949199448898725,86.19949999999999,
Ukraine,56.85912373061765,48.163333333333334,48.200850390922966,-0.10911722894391573,1.357947315528012,1375.766845703125,-2.6860499517696232,3856.6666666666665,21.379862571763123,2.6166666692553355,32.78706857556072,2.836304496402467,57.785833333333336,,33741714.333333336,-0.9052528246454834,32.952000000000005,
United Arab Emirates,0.6406646015206985,200.12333333333333,,,-2.428123308684249e-05,61550.500392856426,-0.05004611770591083,102140.0,,,44.65029907554174,,74.42966666666668,,2127573.1666666665,5.682837460109205,20.804333333333332,
United Kingdom,25.109191363893142,98.57000000000001,25.384268660828937,-0.18189926375613275,5.321407451974386,35823.346988512574,3.170018224403099,23138.333333333332,18.15923930273064,8.1446185428173,23.44224727461948,8.262006387257864,61.74333333333334,,37939034.5,0.29313999656542533,21.498000000000005,13.501166666666668
United States,19.396276846941618,75.85166666666667,10.670497761441625,-1.9608752683821982,2.086291817199909,45134.545429245474,2.8386877612313293,32411.666666666668,20.612468670847427,11.074567519545228,22.70321068356692,11.43744066745517,65.67516666666667,,180777187.83333334,1.1641637630680801,21.8205,10.902666666666667
Upper middle income,8.99522625182432,,22.54596224739846,0.7275584351587465,2.746451571139661,3244.9994922499445,3.3959854182000506,4459.909918402889,25.69419185184842,,34.39302925527419,8.465222033638671,70.73160681635683,0.2429480148722878,1516224976.0,1.083708284478983,53.294572754408506,
Uruguay,7.655315582980993,42.73,17.390050490167585,-2.0653508324836563,0.7882724342658299,10810.314673855375,1.7529072384813962,10140.0,13.661840319950109,4.008698582762681,24.960267502773704,21.711494712052918,60.18683333333333,0.16859051328930463,2038872.6666666667,0.5259941495591648,8.709166666666667,24.3714
Uzbekistan,10.482852799965954,46.48666666666667,23.128782813796263,0.43520689514602473,0.6300965952411086,1198.7360217443777,1.4264422124153668,2376.6666666666665,20.16111797436479,-3.289707809540613,22.795982432001722,,62.21816666666666,0.9290325608138215,13604370.166666666,1.6126580316071932,55.07366666666667,
Vanuatu,1.6406890894175554,90.31166666666667,42.126078701198615,-8.119387215574,9.379541055392787,2687.402456648063,0.203649501168942,1856.6666666666667,12.236334839921119,,9.607067345915844,44.89674160424939,69.41333333333333,13.778064568622199,94719.0,2.3754184928977433,79.07966666666667,
"Venezuela, RB",2.940120552500803,89.51666666666667,27.40016564643389,6.785889275041114,4.019106800794192,,-0.670798017775283,11321.666666666666,31.624374530579615,13.167955049003519,42.9471740421489,3.263202858711806,64.27499999999999,0.04647858404963832,14071623.5,2.018949578411205,13.203333333333333,
Viet Nam,17.858007177385122,50.89166666666667,44.25334931163426,-6.989509097776022,6.966157531489866,1051.5063183872087,5.864686277783055,2155.0,21.44735104703859,15.797075327858025,32.3796230165554,,74.28466666666667,3.9820359944435038,46199573.666666664,1.4310125534509917,76.79066666666667,
Virgin Islands (U.S.),7.6190476190476195,,,,,,,,,,,,61.35216666666667,,69445.66666666667,0.20436139230287556,8.441166666666668,
West Bank and Gaza,12.246866002214839,129.22166666666666,17.76662314129042,-55.14470227919258,4.047270323149635,2398.2361779621338,2.498578139885614,2998.3333333333335,-18.572926234951016,6.662924988416745,24.760156312625856,28.537818250432398,40.2515,13.516082365303783,1345884.8333333333,3.5165660792809983,28.775333333333336,16.024
World,10.51290349374432,,21.86773862894263,0.3111841681648985,2.479615859154263,7441.9405728775455,2.1247174185545155,7207.226852849822,24.199445708983216,8.24562452903627,28.350888608612916,7.760044292543324,64.14104373345431,0.16105324902651086,3693610511.6666665,1.4315221262103275,54.27158396072596,
"Yemen, Rep.",3.0124817697975264,60.29333333333333,37.17807108077892,-4.582950007655993,-2.0137547777829043,2106.0140127691234,2.1319952460007223,2866.6666666666665,12.942684961465224,9.969624273181964,41.497371795433544,,45.25450000000001,3.740227879639919,8180741.833333333,3.007314359808688,74.9975,18.65
Zambia,3.825717321997875,41.10333333333334,27.05500621469326,-7.1777258547526515,4.149823076265578,801.4465540152656,0.8821998199103357,1541.6666666666667,,32.547353525249356,28.872879774967227,,59.04466666666667,23.790263206422306,4546223.166666667,2.5768476820664303,64.05099999999999,21.36
Zimbabwe,8.85786911378226,125.38166666666666,38.48718473655437,-0.8482288346377693,2.0553367231291477,1722.1578581416663,0.5737917779753113,1755.0,16.680265865742495,0.7395494409318815,22.23176907367822,,66.00333333333333,6.2091933890794415,6087230.166666667,1.4346170995169452,67.25966666666666,15.280000000000001
